pearson_r,pearson_p,spearman_r,spearman_p,n,n_pixels,layer_a,layer_b
0.09727884829044342,0.0,0.05865272731326737,2.1981803485664727e-157,207314,207314,21torsk_lognorm_v2,02Catch_Gillnet
